Physical_Condition,SHAP_Impact,Support,Confidence,Lift,Rule_Strength,Rule_Type,Antecedent_Categories,Consequent_Categories,Antecedent_Features,Consequent_Features,Feature_Count_Antecedent,Feature_Count_Consequent,Description
X_Medium | organic_matter_High,NDVI_season_mean_NegativeImpact,0.088,0.6470588235294117,1.659125188536953,1.288261911099281,mixed,geo_temp | soil,geo_temp | satellite,X | organic_matter,NDVI_season_mean,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_Low | X_Low,wilting_point_MediumImpact,0.076,0.6129032258064516,1.751152073732719,1.287944105842129,mixed,geo_temp | satellite,soil,NDVI_7 | X,wilting_point,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
X_High | NDVI_7_High,organic_matter_MediumImpact,0.104,0.6419753086419753,1.6718106995884772,1.287913427831123,mixed,geo_temp | satellite,soil,X | NDVI_7,organic_matter,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_Low | X_Low,VPDMIN_3_PositiveImpact,0.082,0.7068965517241379,1.516945389965961,1.2867881583849188,mixed,geo_temp | soil,climate,organic_matter | X,VPDMIN_3,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_Medium | NDVI_7_High,GPP_season_std_PositiveImpact,0.096,0.6315789473684211,1.697792869269949,1.2867482798677512,mixed,satellite | soil,geo_temp | satellite,organic_matter | NDVI_7,GPP_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_Low | NDVI_8_High,EVI_season_max_PositiveImpact,0.106,0.9298245614035088,1.3836675020885545,1.2865680282577785,mixed,satellite | soil,geo_temp | satellite,organic_matter | NDVI_8,EVI_season_max,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_Low,Y_PositiveImpact | TMIN_season_std_MediumImpact,0.124,0.543859649122807,1.970505975082634,1.2860144258434034,mixed,satellite,climate | geo_temp,NDVI_7,Y | TMIN_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low | NDVI_8_Low,TMIN_9_MediumImpact,0.098,0.6363636363636364,1.6835016835016834,1.285583103764922,mixed,geo_temp | satellite,climate,NDVI_season_max | NDVI_8,TMIN_9,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_High | NDVI_8_High,GPP_6_HighPositiveImpact,0.22,0.5069124423963134,2.112135176651306,1.284801121280979,mixed,geo_temp | satellite,satellite,NDVI_season_max | NDVI_8,GPP_6,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_High | X_Medium,NDVI_8_PositiveImpact,0.112,0.5833333333333334,1.8343815513626835,1.2840670859538783,mixed,geo_temp | satellite,satellite,NDVI_season_max | X,NDVI_8,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low | NDVI_7_Low,wilting_point_MediumImpact,0.082,0.6119402985074627,1.748400852878465,1.28390032778538,mixed,geo_temp | satellite,soil,NDVI_season_max | NDVI_7,wilting_point,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_High,VPDMIN_season_std_MediumImpact | EVI_season_max_PositiveImpact,0.33,0.6875000000000001,1.555429864253394,1.28322963800905,mixed,geo_temp | satellite,climate | geo_temp | satellite,NDVI_season_max,VPDMIN_season_std | EVI_season_max,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_High,TMIN_season_std_MediumImpact | NDVI_7_PositiveImpact,0.33,0.6875000000000001,1.555429864253394,1.28322963800905,mixed,geo_temp | satellite,climate | geo_temp | satellite,NDVI_season_max,TMIN_season_std | NDVI_7,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
X_Medium | organic_matter_High,cec_MediumImpact,0.09,0.6617647058823529,1.6140602582496413,1.2817537344923622,mixed,geo_temp | soil,soil,X | organic_matter,cec,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_Low,GPP_7_MediumImpact | TMAX_season_mean_MediumImpact,0.096,0.4210526315789473,2.536461636017755,1.2815806160931815,mixed,satellite,climate | geo_temp | satellite,NDVI_7,GPP_7 | TMAX_season_mean,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_High,NDVI_7_PositiveImpact | VPDMIN_season_std_MediumImpact,0.28,0.6060606060606061,1.761804087385483,1.2813120635530786,mixed,satellite,climate | geo_temp | satellite,NDVI_8,NDVI_7 | VPDMIN_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_High | NDVI_7_Medium,NDVI_9_PositiveImpact,0.07,0.6481481481481483,1.6450460612897162,1.2794802698920016,mixed,geo_temp | satellite,satellite,NDVI_season_max | NDVI_7,NDVI_9,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_High | NDVI_7_Medium,EVI_season_max_PositiveImpact,0.1,0.925925925925926,1.3778659611992947,1.275801815925273,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_season_max | NDVI_7,EVI_season_max,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
X_Low,TMIN_season_std_MediumImpact | TMIN_9_MediumImpact,0.184,0.6133333333333334,1.7325800376647835,1.275178907721281,mixed,geo_temp,climate | geo_temp,X,TMIN_season_std | TMIN_9,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
X_High | NDVI_8_High,saturated_hc_MediumImpact,0.116,0.5523809523809524,1.9179894179894184,1.2713529856387005,mixed,geo_temp | satellite,soil,X | NDVI_8,saturated_hc,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,TMIN_season_std_MediumImpact | field_capacity_NegativeImpact,0.072,0.409090909090909,2.589182968929804,1.271053457474631,mixed,geo_temp | satellite,climate | geo_temp | soil,NDVI_season_max,TMIN_season_std | field_capacity,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_Medium | NDVI_season_max_Medium,NDVI_8_MediumImpact,0.138,0.6571428571428573,1.6106442577030815,1.270108043217287,mixed,geo_temp | satellite,satellite,NDVI_7 | NDVI_season_max,NDVI_8,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_Low,TMIN_season_std_MediumImpact | NDVI_season_max_NegativeImpact,0.112,0.4912280701754385,2.154509079716836,1.2700264048857135,mixed,satellite,climate | geo_temp | satellite,NDVI_7,TMIN_season_std | NDVI_season_max,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_High,Y_MediumImpact | EVI_season_max_PositiveImpact,0.266,0.6456310679611651,1.638657532896358,1.2695618555837802,mixed,satellite,geo_temp | satellite,NDVI_7,Y | EVI_season_max,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_High,NDVI_season_max_PositiveImpact | VPDMIN_season_std_MediumImpact,0.216,0.5242718446601942,2.016430171769977,1.268589078938782,mixed,satellite,climate | geo_temp | satellite,NDVI_7,NDVI_season_max | VPDMIN_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_Low,TMIN_season_std_MediumImpact | field_capacity_NegativeImpact,0.076,0.4086021505376344,2.5860895603647744,1.268018107017567,mixed,satellite,climate | geo_temp | soil,NDVI_8,TMIN_season_std | field_capacity,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_Medium | NDVI_8_High,EVI_season_max_PositiveImpact,0.096,0.9230769230769232,1.3736263736263736,1.267962806424345,mixed,satellite,geo_temp | satellite,NDVI_7 | NDVI_8,EVI_season_max,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_Low | NDVI_season_max_High,EVI_season_max_PositiveImpact,0.12,0.923076923076923,1.3736263736263734,1.267962806424345,mixed,geo_temp | satellite | soil,geo_temp | satellite,organic_matter | NDVI_season_max,EVI_season_max,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_High,Y_MediumImpact | EVI_season_max_PositiveImpact,0.298,0.6450216450216449,1.6371107741666115,1.2671662615627275,mixed,satellite,geo_temp | satellite,NDVI_8,Y | EVI_season_max,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low,GPP_6_MediumImpact | EVI_season_std_MediumImpact,0.084,0.4772727272727273,2.20959595959596,1.2654958677685952,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_season_max,GPP_6 | EVI_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
X_High | NDVI_8_High,NDVI_season_mean_HighPositiveImpact,0.094,0.4476190476190476,2.355889724310777,1.2654493376297888,mixed,geo_temp | satellite,geo_temp | satellite,X | NDVI_8,NDVI_season_mean,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_High | NDVI_7_High,NDVI_8_PositiveImpact,0.206,0.5786516853932584,1.8196593880291143,1.2635387660696549,mixed,geo_temp | satellite,satellite,NDVI_season_max | NDVI_7,NDVI_8,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_High,PPT_season_mean_MediumImpact | NDVI_7_PositiveImpact,0.286,0.619047619047619,1.7006802721088434,1.2633624878522836,mixed,satellite,climate | geo_temp | satellite,NDVI_8,PPT_season_mean | NDVI_7,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
X_High | NDVI_8_Medium,GPP_season_std_MediumImpact,0.078,0.6,1.7543859649122806,1.263157894736842,mixed,geo_temp | satellite,geo_temp | satellite,X | NDVI_8,GPP_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
X_High | NDVI_8_High,NDVI_7_PositiveImpact,0.146,0.6952380952380952,1.5113871635610765,1.260928719313812,mixed,geo_temp | satellite,satellite,X | NDVI_8,NDVI_7,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_Low,NDVI_season_max_NegativeImpact,0.114,0.5,2.100840336134454,1.2605042016806722,mixed,satellite,geo_temp | satellite,NDVI_7,NDVI_season_max,1,1,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 1 features)"
NDVI_7_Low | year_High,NDVI_season_max_NegativeImpact,0.114,0.5,2.100840336134454,1.2605042016806722,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_7 | year,NDVI_season_max,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_High | organic_matter_High,EVI_4_NegativeImpact,0.114,0.6867469879518072,1.5261044176706826,1.2576571345623455,mixed,geo_temp | satellite | soil,satellite,NDVI_season_max | organic_matter,EVI_4,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,TMEAN_10_MediumImpact | NDVI_season_std_MediumImpact,0.09,0.5113636363636364,2.0454545454545454,1.2551652892561984,mixed,geo_temp | satellite,climate | geo_temp | satellite,NDVI_season_max,TMEAN_10 | NDVI_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_High | organic_matter_High,GPP_7_PositiveImpact,0.092,0.5542168674698795,1.8850913859519716,1.253699331380106,mixed,geo_temp | satellite | soil,satellite,NDVI_season_max | organic_matter,GPP_7,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_Medium | NDVI_7_High,field_capacity_MediumImpact,0.138,0.9078947368421052,1.3797792353223484,1.2526943057531847,mixed,satellite | soil,geo_temp | soil,organic_matter | NDVI_7,field_capacity,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_Low,TMIN_season_std_MediumImpact | year_HighNegativeImpact,0.114,0.6129032258064516,1.702508960573477,1.2521678806798475,mixed,satellite,climate | geo_temp,NDVI_8,TMIN_season_std | year,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
organic_matter_High | NDVI_8_High,EVI_season_max_PositiveImpact,0.154,0.9166666666666666,1.3640873015873014,1.2504133597883595,mixed,satellite | soil,geo_temp | satellite,organic_matter | NDVI_8,EVI_season_max,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_Low,TMIN_9_MediumImpact | EVI_season_std_MediumImpact,0.114,0.5,2.083333333333333,1.25,mixed,satellite,climate | geo_temp | satellite,NDVI_7,TMIN_9 | EVI_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low,TMIN_9_MediumImpact | EVI_season_std_MediumImpact,0.088,0.5,2.083333333333333,1.25,mixed,geo_temp | satellite,climate | geo_temp | satellite,NDVI_season_max,TMIN_9 | EVI_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_Medium | organic_matter_High,saturated_hc_PositiveImpact,0.07,0.5303030303030303,1.9640852974186305,1.2498724619936736,mixed,satellite | soil,soil,NDVI_7 | organic_matter,saturated_hc,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_Low | year_High,GPP_season_std_MediumImpact,0.136,0.5964912280701754,1.7441263978660098,1.248427316367249,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_7 | year,GPP_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_Low,GPP_season_std_MediumImpact,0.136,0.5964912280701754,1.7441263978660098,1.248427316367249,mixed,satellite,geo_temp | satellite,NDVI_7,GPP_season_std,1,1,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 1 features)"
NDVI_7_Low,GPP_5_MediumImpact | EVI_season_std_MediumImpact,0.112,0.4912280701754385,2.117362371445856,1.2481293979049255,mixed,satellite,geo_temp | satellite,NDVI_7,GPP_5 | EVI_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_High,NDVI_7_PositiveImpact | field_capacity_MediumImpact,0.308,0.6416666666666667,1.6203703703703705,1.2476851851851851,mixed,geo_temp | satellite,geo_temp | satellite | soil,NDVI_season_max,NDVI_7 | field_capacity,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_High | organic_matter_High,EVI_season_max_PositiveImpact,0.152,0.9156626506024096,1.3625932300631094,1.2476757287324856,mixed,geo_temp | satellite | soil,geo_temp | satellite,NDVI_season_max | organic_matter,EVI_season_max,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Medium,TMIN_season_std_MediumImpact | NDVI_8_MediumImpact,0.22,0.6395348837209303,1.6231849840632746,1.2457001040485596,mixed,geo_temp | satellite,climate | geo_temp | satellite,NDVI_season_max,TMIN_season_std | NDVI_8,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
organic_matter_High | NDVI_8_High,field_capacity_MediumImpact,0.152,0.9047619047619048,1.3750180923433202,1.2440639883106228,mixed,satellite | soil,geo_temp | soil,organic_matter | NDVI_8,field_capacity,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
X_High | NDVI_8_High,EVI_season_max_PositiveImpact,0.192,0.9142857142857144,1.3605442176870748,1.2439261418853256,mixed,geo_temp | satellite,geo_temp | satellite,X | NDVI_8,EVI_season_max,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,TMIN_season_std_MediumImpact | organic_matter_NegativeImpact,0.106,0.6022727272727273,1.720779220779221,1.2436540731995278,mixed,geo_temp | satellite,climate | geo_temp | soil,NDVI_season_max,TMIN_season_std | organic_matter,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_Low,GPP_6_MediumImpact | EVI_season_std_MediumImpact,0.088,0.4731182795698924,2.190362405416169,1.2435605914620826,mixed,satellite,geo_temp | satellite,NDVI_8,GPP_6 | EVI_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_High | NDVI_7_High,field_capacity_MediumImpact,0.322,0.904494382022472,1.3746115228305045,1.2433283998635465,mixed,geo_temp | satellite,geo_temp | soil,NDVI_season_max | NDVI_7,field_capacity,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,year_HighNegativeImpact | VPDMIN_11_NegativeImpact,0.072,0.409090909090909,2.525252525252525,1.2396694214876032,mixed,geo_temp | satellite,climate | geo_temp,NDVI_season_max,year | VPDMIN_11,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low,field_capacity_NegativeImpact,0.072,0.409090909090909,2.525252525252525,1.2396694214876032,mixed,geo_temp | satellite,geo_temp | soil,NDVI_season_max,field_capacity,1,1,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 1 features)"
NDVI_season_max_Low | year_High,field_capacity_NegativeImpact,0.072,0.409090909090909,2.525252525252525,1.2396694214876032,mixed,geo_temp | satellite,geo_temp | soil,NDVI_season_max | year,field_capacity,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
X_High | organic_matter_Medium,TMEAN_1_MediumImpact,0.074,0.6491228070175438,1.590987272101823,1.2392953487951042,mixed,geo_temp | soil,climate,X | organic_matter,TMEAN_1,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_High,Y_MediumImpact | field_capacity_MediumImpact,0.302,0.6536796536796536,1.5789363615450571,1.2385422887963824,mixed,satellite,geo_temp | soil,NDVI_8,Y | field_capacity,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_Low,field_capacity_NegativeImpact,0.076,0.4086021505376344,2.522235497145892,1.2367090179554046,mixed,satellite,geo_temp | soil,NDVI_8,field_capacity,1,1,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 1 features)"
year_High | NDVI_8_Low,field_capacity_NegativeImpact,0.076,0.4086021505376344,2.522235497145892,1.2367090179554046,mixed,geo_temp | satellite,geo_temp | soil,year | NDVI_8,field_capacity,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_Low | year_High,GPP_8_PositiveImpact,0.092,0.4035087719298245,2.553852986897624,1.236602498918849,mixed,geo_temp | satellite,satellite,NDVI_7 | year,GPP_8,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
